id,name,surname,original_name,synonyms,orcid,url,birth_year,death_year,remarks
920,Sepp Nussbaumer,Nussbaumer,,,,,,,
1403,Renata Nyfeler,Nyfeler,,,,,,,
922,Charles Nyheim,Nyheim,,,,,,,
923,Mart Nyman,Nyman,,,,,,,
924,D. Nývlt,Nývlt,,,,,,,
927,Christoph Oberschmied,Oberschmied,,,,,,,
928,Louis Oberwalder,Oberwalder,,,,,,,
1604,Pierre Yves Oddone,Oddone,,,,,,,
929,Björn Oddsson,Oddsson,,,,,,,
931,Daniel Oertig,Oertig,,,,,,,
1565,Christophe Ogier,Ogier,,,,,,,
933,Toralf Øiene,Øiene,,,,,,,
934,Marc Olefs,Olefs,,,,,,,
935,Hans Christian Olsen,Olsen,,,,,,,
1487,Salamat Omurbekov,Omurbekov,,,,,,,
925,Shad O'Neel,O'Neel,,,0000-0002-9185-0144,,,,
1608,Valerio Orazi,Orazi,,,,,,,
937,Matteo Oreggioni,Oreggioni,,,,,,,
938,Olav Orheim,Orheim,,,,,,,
940,Mattia Ortelli,Ortelli,,,,,,,
941,Galina B. Osipova,Osipova,,,,,,,
942,Azamat Osmonov,Osmonov,,,,,,,
943,Alejandro Ospina,Ospina,,,,,,,
944,Raffaella Ossola,Ossola,,,,,,,
945,I. Owens,Owens,,,,,,,
946,Peter Annaeus Øyen,Øyen,,,,,1863,1932,
947,Bodil Øyre,Øyre,,,,,,,
948,Hans Pacher,Pacher,,,,,,,
949,Paolo Pagliardi,Pagliardi,,,,,,,
950,Elena Paini,Paini,,,,,,,
951,Massimo Pala,Pala,,,,,,,
952,P. Pálka,Pálka,,,,,,,
953,Mauro Palomba,Palomba,,,,,,,
954,Bergur Pálsson,Pálsson,,,,,,,
955,Finnur Pálsson,Pálsson,,,0000-0002-0874-6443,,,,
956,Hlynur Skagfjörð Pálsson,Pálsson,,,,,,,
957,Pan Baotian,Pan,潘保田,,,,,,
1600,Matteo Panaccio,Panaccio,,,,,,,
958,Valerio Paneri,Paneri,,,,,,,
959,V. D. Panov,Panov,,,,,,,
960,Charles Papasodoro,Papasodoro,,,,,,,
1616,Francesco Parizia,Parizia,,,,https://www.disafa.unito.it/persone/francesco.parizia,,,
962,Herbert Paschinger,Paschinger,,,,,,,
963,Viktor Paschinger,Paschinger,,,,,,,
964,Lino Pastori,Pastori,,,,,,,
965,Gernot Patzelt,Patzelt,,,,,,,
966,Ilse Patzelt,Patzelt,,,,,,,
967,Frank Paul,Paul,,,,,,,
970,Massimo Pecci,Pecci,,,,,,,
971,Mattia Pecci,Pecci,,,0000-0002-0360-6572,,,,
972,Alfonso Pedrero,Pedrero,,,,,,,
1467,Federico Pedrotti,Pedrotti,,,,,,,
974,Luciano Peer,Peer,,,,,,,
1535,Erich Peitzsch,Peitzsch,,,0000-0001-7624-0455,https://www.usgs.gov/staff-profiles/erich-peitzsch,,,
975,Roberto Peja,Peja,,,,,,,
976,Ben Pelto,Pelto,,,0000-0002-3488-3599,,,,
977,Mauri Pelto,Pelto,,,0000-0002-9498-9125,,,,
978,Penck,Penck,,,,,,,
979,Alberto Peracino,Peracino,,,,,,,
980,Federico Peretti,Peretti,,,,,,,
1622,Tomás Perez,Perez,,,,,,,
981,Ivan Peri,Peri,,,,,,,
982,Giuseppe Perini,Perini,,,,,,,
983,Roberto Permunian,Permunian,,,,,,,
984,Stefano Perona,Perona,,,,,,,
985,Giuseppe Perotti,Perotti,,,,,,,
1617,Luigi Perotti,Perotti,,,,https://www.disafa.unito.it/persone/luigi.perotti,,,
1590,Alessandro Perron,Perron,,,,,,,
986,Edouard Perroy,Perroy,,,,,,,
987,Dave Petley,Petley,,,,,,,
988,Michal Petlicki,Petlicki,,,0000-0003-3383-2586,,,,
989,Dmitry Alexandrovich Petrakov,Petrakov,Дмитрий Александрович Петраков,Dmitry Petrakov,0000-0002-0990-495X,https://www.geogr.msu.ru/structure/departments/crio/staff/petrakov-dmitriy-aleksandrovich/?sphrase_id=7440,,,
1494,Maxim Petrov,Petrov,,,,,,,
990,Rickard Pettersson,Pettersson,,,0000-0002-6961-0128,,,,
1406,Nadine Philippi,Philippi,,,,,,,
993,Paolo Piccini,Piccini,,,,,,,
994,Tino Pieczonka,Pieczonka,,,0000-0001-9956-222X,,,,
995,Alberto Piffer,Piffer,,,,,,,
996,Stefano Pignotti,Pignotti,,,,,,,
997,Luca Pironi,Pironi,,,,,,,
998,Pierre Pitte,Pitte,,,0000-0001-5625-8287,,,,
999,Martin Planzer,Planzer,,,,,,,
1407,Michael Planzer,Planzer,,,,,,,
1408,René Planzer,Planzer,,,,,,,
1410,Matthias Plörer,Plörer,,,,,,,
1001,J. Poboril,Poboril,,,,,,,
1002,Paolo Pogliotti,Pogliotti,,,0009-0002-3196-0787,,,,
1003,Veijo Pohjola,Pohjola,,,0000-0001-6851-1673,,,,
1004,Bijay Kumar Pokhrel,Pokhrel,,,,,,,
1005,Angelo Polato,Polato,,,,,,,
1006,Fabrizio Pollicini,Pollicini,,,,,,,
1007,Alfredo Pollini,Pollini,,,,,,,
1594,Antonio Polloni,Polloni,,,,,,,
1010,Victor Vladimirovich Popovnin,Popovnin,Виктор Владимирович Поповнин,Victor Popovnin,0000-0002-6211-6637,https://www.geogr.msu.ru/structure/departments/crio/staff/popovnin-viktor-vladimirovich/?sphrase_id=7441,,,
1011,Roberto Porta,Porta,,,,,,,
1013,Frédéric Pralong,Pralong,,,,,,,
1427,Giovanni Prandi,Prandi,,,,,,,
1014,Bhanu Pratap,Pratap,,,0000-0001-9454-7274,,,,
1016,Tito Princisvalle,Princisvalle,,,,,,,
1017,Rainer Prinz,Prinz,,,0000-0003-4032-773X,,,,
1018,Joar Probert,Probert,,,,,,,
1019,Andrea Proh,Proh,,,,,,,
1021,Ernst Prutzer,Prutzer,,,,,,,
1022,Dariusz Puczko,Puczko,,,,,,,
1480,Patricio Puga,Puga,,,,,,,
1523,Carla Puigdomenech,Puigdomenech,,,,,,,
1023,Heather Purdie,Purdie,,,0000-0002-2723-6908,,,,
1025,Randi Pytte,Pytte,,,,,,,
1027,Jorge Quinteros,Quinteros,,,,,,,
1028,Antoine Rabatel,Rabatel,,,0000-0002-5304-1055,https://www.ige-grenoble.fr/-Rabatel-Antoine-,,,
1032,Alagappan Ramanathan,Ramanathan,,,,,,,
201,Jair Ramírez Cadena,Ramírez Cadena,,,,,,,
1485,Diego Ramos,Ramos,,,,,,,
1034,A. Ramp,Ramp,,,,,,,
1035,Raffaele Rampazzo,Rampazzo,,,,,,,
1431,Edoardo Raparelli,Raparelli,,,,,,,
1038,Philipp Rastner,Rastner,,,0000-0002-6761-2672,,,,
1444,Ghulam Rasul,Rasul,,,,,,,
1039,Stefano Ratti,Ratti,,,,,,,
1041,Xavier Ravanat,Ravanat,,,,,,,
1546,Todd Redpath,Redpath,,,0000-0001-9322-0245,,,,
1044,Augusto Regazzoni,Regazzoni,,,,,,,
1045,Klaus Reingruber,Reingruber,,,,,,,
1047,Stefan Reisenhofer,Reisenhofer,,,,,,,
1048,H. Reishauer,Reishauer,,,,,,,
1049,John Bernhard Rekstad,Rekstad,,,,,,,
1050,Pierre René,René,,,,,,,
1051,Giorgio Renz,Renz,,,,,,,
1557,Filippo Repisti,Repisti,,,,,,,
1052,Louis Reynaud,Reynaud,,,,,,,
1054,Sven Rune Riber,Riber,,,,,,,
1519,Justin Rich,Rich,,,,,,,
1055,Didier Richard,Richard,,,,,,,
1057,A. Richter,Richter,,,,,,,
1058,Eduard Richter,Richter,,,,,,,
1059,Vidar Rieber,Rieber,,,,,,,
1060,Jon Riedel,Riedel,,,0000-0002-2017-5129,,,,
1061,Bernard Riedi,Riedi,,,,,,,
1062,Helmut Riedl,Riedl,,,,,,,
1063,Lorenzo Rieg,Rieg,,,,,,,
1527,Andreaw Rifo,Rifo,,,,,,,
1064,Fabrizio Righetti,Righetti,,,,,,,
1065,Alessio Rinaldini,Rinaldini,,,,,,,
1068,Andrés Rivera,Rivera,,,0000-0002-2779-4192,,,,
1070,Paolo Rocca,Rocca,,,,,,,
1071,José Luis Rodríguez,Rodríguez,,,,,,,
1072,Franco Rogliardo,Rogliardo,,,,,,,
1073,Daniel Rohrer,Rohrer,,,,,,,
1074,Francisco Rojas,Rojas,,,,,,,
1075,Erik Roland,Roland,,,,,,,
1483,Shakil Ahmad Romshoo,Romshoo,,,,http://geoinformatics.uok.edu.in/Main/ProfilePage.aspx?Profile=P1176,,,
1078,Magne Johan Rørvik,Rørvik,,,,,,,
1079,Silvano Rosa,Rosa,,,,,,,
1080,Roberta Rosan,Rosan,,,,,,,
1421,Roberto Rosan,Rosan,,,,,,,
1081,Maria Cristina Rosazza Gat,Rosazza Gat,,,,,,,
1623,Emanuele Rosetto,Rosetto,,,,,,,
1083,Gunhild Rosqvist,Rosqvist,,,0000-0002-9195-607X,,,,
1084,Neil Ross,Ross,,,,,,,
1085,Giancarlo Rossi,Rossi,,,,,,,
1086,Sabina Rossi,Rossi,,,,,,,
1087,Luciano Rosso,Rosso,,,,,,,
1088,Alberto Rossotto,Rossotto,,,,,,,
1089,Francesco Rota Nodari,Rota Nodari,,,,,,,
1517,Christine Rothenbühler,Rothenbühler,,,,,,,
1508,Hans Röthlisberger,Röthlisberger,,,,https://en.wikipedia.org/wiki/Hans_R%C3%B6thlisberger,1923,2009,
1090,Oxana V. Rototayeva,Rototayeva,,,,,,,
1092,Fabrizio Rovedo,Rovedo,,,,,,,
1093,Peter Rovina,Rovina,,,,,,,
1094,Andrew Ruddell,Ruddell,,,,,,,
1095,Ernst Rudel,Rudel,,,,,,,
1096,Christoph Rüedlinger,Rüedlinger,,,,,,,
1097,Michele Ruffoni,Ruffoni,,,,,,,
1098,Lucas Ruiz,Ruiz,,,,,,,
1099,Livio Ruvo,Ruvo,,,,,,,
1102,Vittorio Saccoletto,Saccoletto,,,,,,,
1103,Giovanni Saccon,Saccon,,,,,,,
1104,Abeer Ahmad Sajood,Sajood,,,,,,,
1396,Akiko Sakai,Sakai,,,0000-0002-6320-6212,,,,
1105,Sakakibara Daiki,Sakakibara,榊原 大貴,,,,,,
1106,Tomas Saks,Saks,,,,,,,
1107,Andrea Saltriti,Saltriti,,,,,,,
1108,Rosamaria Salvatori,Salvatori,,,0000-0002-0430-0751,,,,
1109,Andrea Salvetti,Salvetti,,,,,,,
1110,Nadine Salzmann,Salzmann,,,0000-0001-5876-7624,https://www.slf.ch/de/mitarbeitende/salzmann/,,,
1112,Ruggero Sampieri,Sampieri,,,,,,,
1113,Norman Sandberg,Sandberg,,,,,,,
1114,Walter Sander,Sander,,,,,,,
1572,Paul Sandoval,Sandoval,,,,,,,
1115,Chandrashekhar V. Sangewar,Sangewar,,,,,,,
1520,Nelson Santillán,Santillán,,,,,,,
1466,Massimo Santoni,Santoni,,,,,,,
1117,Guido Sartori,Sartori,,,,,,,
1119,Louis Sass,Sass,,,0000-0003-4677-029X,,,,
1524,Sagynbek Suranchievich Satarov,Satarov,Сагынбек Суранчиевич Сатаров,Sagynbek Satarov,,https://www.caiag.kg/ky/b-l-md-r/2-b-l-m-klimat-suu-zhana-zharatylysh-resurstary-b-l-m/kyzmatkerler/456-satarov-sagynbek-suranchievich-2,,,
1120,Rysbek Satylkanov,Satylkanov,,,,,,,
1121,Lucrezia Savin,Savin,,,,,,,
1122,Daniyar Sayakpayev,Sayakpayev,,,,,,,
1123,Andrea Scaltriti,Scaltriti,,,,,,,
1124,Marius Schaefer,Schaefer,,,0000-0002-7508-8786,,,,
1127,Ralf Schai,Schai,,,,,,,
1128,Marina Schaller,Schaller,,,,,,,
1129,Heinrich Schatz,Schatz,,,,,,,
1130,Martin Schenk,Schenk,,,,,,,
1131,Peter Schießling,Schießling,,,,,,,
1136,Martin Schmidhalter,Schmidhalter,,,,,,,
1138,Christoph Schneider,Schneider,,,,,,,
1509,Demian Schneider,Schneider,,,,,,,
1139,Heralt Schneider,Schneider,,,,,,,
1140,M. Schnirch,Schnirch,,,,,,,
1142,Franz Schöffmann,Schöffmann,,,,,,,
1143,Wolfgang Schöner,Schöner,,,0000-0001-6546-0639,,,,
1145,Adalbert Schöpf,Schöpf,,,,,,,
1144,Rudolf Schöpf,Schöpf,,,,,,,
1148,Harald Schüller,Schüller,,,,,,,
1150,R. Schwarz,Schwarz,,,,,,,
1153,Riccardo Scotti,Scotti,,,,,,,
1154,José Luis Seco,Seco,,,,,,,
1155,Thorsten Seehaus,Seehaus,,,0000-0001-5055-8959,,,,
1478,Alexis Segovia,Segovia,,,,,,,
1157,Bernd Seiser,Seiser,,,0000-0002-2943-5273,,,,
1158,Gabriel Seitlinger,Seitlinger,,,,,,,
1160,Hans Senn,Senn,,,,,,,
1161,Roberto Seppi,Seppi,,,,,,,
1162,Rossana Serandrei Barbero,Serandrei Barbero,,,,,,,
1621,Mohidil Shamsiyeva,Shamsiyeva,,,,,,,
1166,Parmanand Sharma,Sharma,,,0000-0002-7398-0308,,,,
1168,Vladimir Shatravin,Shatravin,,,,,,,
1563,Brenda Shepherd,Shepherd,,,,,,,
1609,Nazrialo Sherali Sheralizoda,Sheralizoda,Назриало Шерали Шерализода,Nazrialo Sheralizoda | Назриало Шералӣ Шерализода,,,,,
1550,Tenzing Chogyal Sherpa,Sherpa,,,0000-0003-4512-2194,https://www.icimod.org/team/tenzing-chogyal-sherpa/,,,
1439,Arun Bhakta Shrestha,Shrestha,,,0000-0002-1757-6589,,,,
1610,Dibas Shrestha,Shrestha,,,,,,,
1442,Mandira Singh Shrestha,Shrestha,,,0000-0003-0204-7497,,,,
1445,Maxim Shrestha,Shrestha,,,,,,,
1171,Jean-Emmanuel Sicart,Sicart,,,,,,,
1172,Einar Ragnar Sigurðsson,Sigurðsson,,,,,,,
1173,Oddur Sigurðsson,Sigurðsson,,,,,,,
1174,Smári Sigurðsson,Sigurðsson,,,,,,,
1176,Roberto Sinibaldi,Sinibaldi,,,,,,,
1177,Pascal Sirguey,Sirguey,,,0000-0003-2612-8347,https://www.otago.ac.nz/surveying/staff/associate-professor-pascal-sirguey,,,
1178,Delphine Six,Six,,,0000-0001-7699-9568,,,,
1417,Hjördís Skírnisdóttir,Skírnisdóttir,,,,,,,
1179,David Skirnisson,Skirnisson,,,,,,,
1180,Bragi Skúlason,Skúlason,,,,,,,
1181,Pedro Skvarca,Skvarca,,,,,,,
1182,Heinz Slupetzky,Slupetzky,,,,,,,
1183,Werner Slupetzky,Slupetzky,,,,,,,
1184,Claudio Smiraglia,Smiraglia,,,,,,,
1186,Andrey Smirnov,Smirnov,,,,,,,
1189,Trygve Snøtun,Snøtun,,,,,,,
1190,Ireneusz Sobota,Sobota,,,0000-0001-5983-7049,,,,
1453,Natalie Soder,Soder,,,,,,,
1191,Ásgeir Sólbergsson,Sólbergsson,,,,,,,
1192,Johann Sölch,Sölch,,,,,,,
1193,Leo Sold,Sold,,,0000-0002-5046-9144,,,,
1194,Mattia Soldati,Soldati,,,,,,,
1195,Andrew Sole,Sole,,,,,,,
1197,Per Solnes,Solnes,,,,,,,
1199,Jørn-Kåre Sommerseth,Sommerseth,,,,,,,
1200,K. Sonklar,Sonklar,,,,,,,
1201,Alvaro Soruco,Soruco,,,0009-0008-2380-8148,,,,
1412,Valentino Sosio,Sosio,,,,,,,
1202,Norbert Span,Span,,,,,,,
1460,Pier Paolo Speri,Speri,,Pierpaolo Speri,,,,,
1203,Claudia Springer,Springer,,,,,,,
1205,Emil Squinobal,Squinobal,,,,,,,
1206,Robert Srbik,Srbik,,,,,,,
1454,Karl Stefánsson,Stefánsson,,,,,,,
1209,Urs Steinegger,Steinegger,,,,,,,
1438,Jakob Friedrich Steiner,Steiner,,,0000-0002-0063-0067,https://fidelsteiner.github.io/,,,
1211,Giuseppe Stella,Stella,,,,,,,
1213,Martin Stocker-Waldhuber,Stocker-Waldhuber,,,0000-0002-1592-8173,,,,
1214,D. R. Stoddart,Stoddart,,,,,,,
1215,Pascal Stoebener,Stoebener,,,,,,,
1216,Robert Storrar,Storrar,,,,,,,
1217,Rudolf Straub,Straub,,,,,,,
1218,Jorge A. Strelin,Strelin,,,,,,,
1219,Markus Strudl,Strudl,,,,,,,
1220,Dorothea Stumm,Stumm,,,0000-0002-5966-6080,,,,
1577,Sugiyama Shin,Sugiyama,杉山 慎,,0000-0001-5323-9558,https://researchmap.jp/shin_sugiyama,,,
1222,S. Sundal,Sundal,,,,,,,
1223,A. Sunndal,Sunndal,,,,,,,
1225,Hans L. Svartis,Svartis,,,,,,,
1226,Andrea Tamburini,Tamburini,,,,,,,
1543,Wendell Tangborn,Tangborn,,,,https://en.wikipedia.org/wiki/Wendell_Tangborn,1927,2020,
1228,L. N. Tarasova,Tarasova,,,,,,,
1229,Gino Taufer,Taufer,,,,,,,
1231,Marco Tesoro,Tesoro,,,,,,,
1232,Bruno Teti,Teti,,,,,,,
1233,Bernardo Teufen,Teufen,,,,,,,
1234,Herbert Thalhammer,Thalhammer,,,,,,,
1236,Christian Theler,Theler,,,,,,,
1237,Theodór Theodórsson,Theodórsson,,,,,,,
1239,Emmanuel Thibert,Thibert,,,,,,,
1241,Laura Thomson,Thomson,,,0000-0003-4753-7924,,,,
1242,Bragi Thorarinsson,Thorarinsson,,,,,,,
1243,Douglas E. Thost,Thost,,,,,,,
1244,Jean-Claude Thouret,Thouret,,,,,,,
1245,Levan G. Tielidze,Tielidze,,Levan Tielidze,,,,,
1246,Antonio Todaro,Todaro,,,,,,,
1247,Andrea Toffaletti,Toffaletti,,,,,,,
1249,Giovanni Toffol,Toffol,,,,,,,
1463,Gianluca Tognoni,Tognoni,,,,,,,
1251,Florian Tolle,Tolle,,,0000-0003-2144-3305,,,,
1252,Hanns Tollner,Tollner,,,,,,,
1253,Ole Magnus Tønsberg,Tønsberg,,,,,,,
1254,Matteo Toro,Toro,,,,,,,
1255,Lucas Torres,Torres,,,,,,,
1256,Paolo Tosi,Tosi,,,,,,,
1258,Dennis Trabant,Trabant,,,,,,,
1259,Elisabetta Travaglia,Travaglia,,,,,,,
1260,Sébastien Tremp,Tremp,,,,,,,
1261,Alberto Trenti,Trenti,,,,,,,
1263,Emiliana Triglia,Triglia,,,,,,,
1265,Maurizio Tron,Tron,,,,,,,
1266,Martin Truffer,Truffer,,,0000-0001-8251-7043,,,,
1267,Barbara L. Trüssel,Trüssel,,,,,,,
1268,Duba Tshering,Tshering,,,,,,,
1269,Phuntsho Tshering,Tshering,,,,,,,
1270,Tashi Tshering,Tshering,,,,,,,
1271,Namgay Tsheten,Tsheten,,,,,,,
1272,D. G. Tsvetkov,Tsvetkov,,,,,,,
1429,Paolo Tuccella,Tuccella,,,,,,,
1398,Arve M. Tvede,Tvede,,Arve Tvede,,,,,
1273,Fiona S. Tweed,Tweed,,,,,,,
1491,Gulomjon Umirzakov,Umirzakov,,,0000-0002-5473-9842,,,,
1274,Rainer Unger,Unger,,,,,,,
1276,Massimo Urso,Urso,,,,,,,
1278,Ryskul Usubaliev,Usubaliev,Рыскул Абдыжакыпович Усубалиев,,,https://www.caiag.kg/ky/b-l-md-r/2-b-l-m-klimat-suu-zhana-zharatylysh-resurstary-b-l-m/kyzmatkerler/368-dr-usubaliev-ryskul-abdyzhakypovich,,,
1279,Zarylbek uulu Rakmatilla,uulu Rakmatilla,,,,,,,
1280,P. Váczi,Váczi,,,,,,,
1281,Enrico Valcanover,Valcanover,,,,,,,
1282,Roberto Valcanover,Valcanover,,,,,,,
1283,Claudio Valeggia,Valeggia,,,,,,,
1461,Mario Valentini,Valentini,,,,,,,
1424,Daniele Valfrè,Valfrè,,,,,,,
1284,Paolo Valisa,Valisa,,,,,,,
1285,François Valla,Valla,,,,,,,
1286,Rudy Vallet,Vallet,,,,,,,
1287,Valter Vallet,Vallet,,,,,,,
1288,Michel Vallon,Vallon,,,,,,,
1289,Thomas van der Hammen,van der Hammen,,,,,,,
1291,Ward van Pelt,van Pelt,,,0000-0003-4839-7900,,,,
1566,Lander van Tricht,van Tricht,,,,,,,
1531,Juan Varas,Varas,,,,,,,
1293,Lauren Vargo,Vargo,,,0000-0001-7037-0451,,,,
1294,Mauro Varotto,Varotto,,,,,,,
1296,Lisbeth Vedaa,Vedaa,,,,,,,
1297,Giuseppina Vergnano,Vergnano,,,,,,,
1298,Salvatore Versaci,Versaci,,,,,,,
1299,Cristina Viani,Viani,,,,,,,
1300,Leopold Vietoris,Vietoris,,,,,,,
1301,Saurabh Vijay,Vijay,,,0000-0002-8970-9213,,,,
1302,Fabio Villa,Villa,,,,,,,
1303,Veronica Villa,Villa,,,,,,,
1305,Svenn Villmones,Villmones,,,,,,,
1306,Christian Vincent,Vincent,,,,,,,
1307,Alessandro Viotti,Viotti,,,,,,,
1310,Knut Vole,Vole,,,,,,,
1311,Ole Vole,Vole,,,,,,,
1312,Cristina Voltolini,Voltolini,,,,,,,
1313,Luisa von Albedyll,von Albedyll,,,0000-0002-6768-0368,,,,
1314,Christian von Grünigen,von Grünigen,,,,,,,
1316,Sergiy Vorogushyn,Vorogushyn,,,0000-0003-4639-7982,,,,
1503,Firdavs Vosidov,Vosidov,,,,,,,
1317,François Vouillamoz,Vouillamoz,,,,,,,
1321,Patrick Wagnon,Wagnon,,,,,,,
1322,Herwig Wakonigg,Wakonigg,,,,,,,
1323,Jürg Walcher,Walcher,,,,,,,
1324,Alberto Walter,Walter,,,,,,,
1325,Stefan Walther,Walther,,,,,,,
245,Wang Chunzu,Wang,王纯足,,,,,,
1328,Wang Jie,Wang,王杰,,,,,,
1326,Wang Puyu,Wang,王璞玉,,,https://people.ucas.edu.cn/~wangpuyu,,,
1327,Wang Wenbin,Wang,王文彬,,,,,,
1329,Namgay Wangchuk,Wangchuk,,,,,,,
1330,Roland Wannenmacher,Wannenmacher,,,,,,,
1333,Michael Weichinger,Weichinger,,,,,,,
1549,Ethan Welty,Welty,,,0000-0001-8046-2210,https://www.geo.uzh.ch/en/department/Staff/ethanwelty.html,1986,,
1336,Wen Zhenling,Wen,温振玲,,,,,,
1337,Werner Werenskiold,Werenskiold,,,,,,,
1338,Gernot Weyss,Weyss,,,,,,,
1339,Roger Wheate,Wheate,,,,,,,
1340,Erin N. Whorton,Whorton,,,0000-0002-1395-3084,,,,
1342,Hans Wiesenegger,Wiesenegger,,,,,,,
1343,E. Wieser,Wieser,,,,,,,
1619,Thomas Windisch,Windisch,,,,,,,
1347,Stefan Winkler,Winkler,,,,,,,
1348,Solveig Havstad Winsvold,Winsvold,,,,https://www.nve.no/vann-og-vassdrag/vannets-kretsloep/vaare-forskere/solveig-havstad-winsvold/,,,
1349,Andreas Wipf,Wipf,,,,,,,
1350,Andrzej Wiśliński,Wiśliński,,,,,,,
1351,Michał Wiśliński,Wiśliński,,,,,,,
1353,Ueli Wittdorf,Wittdorf,,,,,,,
1354,B. Wold,Wold,,,,,,,
1355,Hans Wolf,Wolf,,,,,,,
1357,Wu Guangjian,Wu,邬光剑,,,,,,
1568,Roland Wüthrich,Wüthrich,,,,,,,
1360,Xu Baiqing,Xu,徐柏青,,0000-0003-0901-3863,,,,
1359,Xu Chunhai,Xu,徐春海,,0000-0002-4803-1995,https://people.ucas.ac.cn/~xuchunhai,,,
1361,Andrey Yakovlev,Yakovlev,,,,,,,
1362,Yamada Tomomi,Yamada,山田 知充,,,https://researchmap.jp/read0166843,,,
590,Yang Huian,Yang,杨惠安,,,,,,
1365,Yang Song,Yang,杨松,,,,,,
1364,Yang Wei,Yang,杨威,,,http://www.itpcas.ac.cn/sourcedb_itpcas_cas/cn/expert/201209/t20120906_3639377.html,,,
1367,Jakob Yde,Yde,,,,,,,
1504,Gordon J. Young,Young,,,,,,,
1370,Bernhard Zagel,Zagel,,,,,,,
1371,Laura Zalazar,Zalazar,,,0000-0002-0440-4745,,,,
1373,Mattia Zanella,Zanella,,,,,,,
1374,Dorella Zangrando,Zangrando,,,,,,,
1375,Giacomo Zanolin,Zanolin,,,,,,,
1376,Giorgio Zanon,Zanon,,,,,,,
1377,Thomas Zanoner,Zanoner,,,,,,,
1378,Marco Zapata,Zapata,,,,,,,
1380,Michael Zemp,Zemp,,,0000-0003-2391-7877,,,,
1381,Tiziana Lazzarina Zendrini,Zendrini,,Tiziana Zendrini,,,,,
1450,Bakyt Zhakeyev,Zhakeyev,,,,,,,
1383,Zhou Zaiming,Zhou,周在明,,,,,,
1385,Ye. A. Zolotaryov,Zolotaryov,,,,,,,
1386,Wojciech Zuchowski,Zuchowski,,,,,,,
1388,Rudolf Zumstein,Zumstein,,,,,,,
1389,Ruedi Zweifel,Zweifel,,,,,,,
1390,Albert Þorbergsson,Þorbergsson,,,,,,,
1391,Jóhanna Katrín Þórhallsdóttir,Þórhallsdóttir,,,,,,,
1392,Steinn Þórhallsson,Þórhallsson,,,,,,,
1393,Svava Björk Þorláksdóttir,Þorláksdóttir,,,,,,,
1394,Daniel Þorláksson,Þorláksson,,,,,,,
1395,Þorsteinn Þorsteinsson,Þorsteinsson,,Thorsteinn Thorsteinsson,,,,,
1553,Ragnar Heiðar Þrastarson,Þrastarson,,,,https://en.vedur.is/about-imo/employees/persona/241/fyrirtaeki/2,,,
